customer_id,meter_id,name,mobile_number,address,city,pincode,connection_type,tariff_plan,connection_date,id,reading_date,units,voltage,temperature,power_factor,load_kw,frequency_hz,phase,status
226,MTR0000226,Customer 226,6685834532,Address 226,Bhavnagar,406205,Industrial,HT-1,2020-06-02,591,2025-05-26 19:36:16.932282,24.096,248.62,23.96,0.776,0.447,50.442,Single,OK
226,MTR0000226,Customer 226,6685834532,Address 226,Bhavnagar,406205,Industrial,HT-1,2020-06-02,2080,2025-05-08 05:29:04.210498,15.58,224.52,22.48,0.797,5.407,49.514,Single,OK
226,MTR0000226,Customer 226,6685834532,Address 226,Bhavnagar,406205,Industrial,HT-1,2020-06-02,2427,2025-04-08 20:42:42.064563,39.969,223.98,33.42,0.817,4.942,50.3,Three,OK
226,MTR0000226,Customer 226,6685834532,Address 226,Bhavnagar,406205,Industrial,HT-1,2020-06-02,2904,2025-04-06 15:38:45.854231,31.125,240.38,28.13,0.948,2.943,50.107,Single,OK
227,MTR0000227,Customer 227,6573444453,Address 227,Surat,395531,Industrial,LT-3,2022-10-15,1373,2025-11-03 05:52:43.145783,7.151,241.06,26.89,0.913,3.53,49.639,Single,OK
227,MTR0000227,Customer 227,6573444453,Address 227,Surat,395531,Industrial,LT-3,2022-10-15,1618,2025-03-13 06:33:59.992241,32.908,232.9,37.43,0.782,1.735,49.875,Three,OK
227,MTR0000227,Customer 227,6573444453,Address 227,Surat,395531,Industrial,LT-3,2022-10-15,2165,2025-07-21 03:49:11.901433,6.505,216.69,20.94,0.885,4.024,49.676,Single,OK
227,MTR0000227,Customer 227,6573444453,Address 227,Surat,395531,Industrial,LT-3,2022-10-15,2527,2025-04-09 00:29:01.861060,8.033,240.81,30.5,0.776,6.241,50.429,Single,OK
227,MTR0000227,Customer 227,6573444453,Address 227,Surat,395531,Industrial,LT-3,2022-10-15,2581,2025-10-09 13:10:47.582046,14.114,237.73,20.08,0.827,8.087,50.037,Single,OK
228,MTR0000228,Customer 228,6496607608,Address 228,Surat,396529,Industrial,LT-3,2022-06-28,2700,2025-02-09 17:06:19.445085,44.342,228.85,29.2,0.894,7.164,49.862,Single,OK
229,MTR0000229,Customer 229,6765523595,Address 229,Surat,408975,Industrial,LT-2,2023-08-29,279,2025-08-08 15:36:10.405475,34.444,240.08,36.64,0.926,7.749,49.976,Single,OK
230,MTR0000230,Customer 230,6116255369,Address 230,Ahmedabad,391221,Industrial,LT-3,2024-07-26,436,2025-04-27 20:17:49.246246,9.298,237.08,31.47,0.775,9.494,50.028,Single,OK
231,MTR0000231,Customer 231,6993907169,Address 231,Surat,398384,Commercial,LT-3,2023-12-26,455,2024-12-02 10:48:02.323304,21.244,239.43,24.64,0.947,1.666,50.049,Three,OK
231,MTR0000231,Customer 231,6993907169,Address 231,Surat,398384,Commercial,LT-3,2023-12-26,1180,2025-06-02 08:56:59.011740,37.523,220.03,27.69,0.885,1.162,50.396,Single,OK
231,MTR0000231,Customer 231,6993907169,Address 231,Surat,398384,Commercial,LT-3,2023-12-26,1207,2024-11-24 23:29:18.659852,33.395,210.33,21.86,0.838,0.321,49.918,Three,OK
231,MTR0000231,Customer 231,6993907169,Address 231,Surat,398384,Commercial,LT-3,2023-12-26,1530,2024-12-07 20:44:30.119529,40.804,241.36,27.16,0.794,1.113,49.861,Single,OK
231,MTR0000231,Customer 231,6993907169,Address 231,Surat,398384,Commercial,LT-3,2023-12-26,1606,2025-02-16 07:43:03.351027,29.845,241.53,31.69,0.817,3.371,50.375,Three,OK
231,MTR0000231,Customer 231,6993907169,Address 231,Surat,398384,Commercial,LT-3,2023-12-26,1968,2024-12-04 15:36:13.608846,1.528,249.11,34.75,0.933,1.961,50.201,Three,OK
231,MTR0000231,Customer 231,6993907169,Address 231,Surat,398384,Commercial,LT-3,2023-12-26,2372,2025-01-09 11:12:08.420370,47.558,219.98,39.34,0.759,9.258,50.423,Single,OK
232,MTR0000232,Customer 232,6305073242,Address 232,Vadodara,428773,Industrial,LT-2,2025-03-05,1267,2025-07-10 12:28:31.989650,30.175,248.03,31.08,0.863,1.074,50.465,Three,OK
232,MTR0000232,Customer 232,6305073242,Address 232,Vadodara,428773,Industrial,LT-2,2025-03-05,1340,2025-11-16 22:55:51.271013,14.501,212.1,31.18,0.787,2.358,50.428,Three,OK
232,MTR0000232,Customer 232,6305073242,Address 232,Vadodara,428773,Industrial,LT-2,2025-03-05,1838,2025-02-26 13:20:03.039248,7.202,248.22,21.29,0.785,2.758,50.374,Single,OK
233,MTR0000233,Customer 233,6719098318,Address 233,Bhavnagar,403367,Domestic,HT-1,2024-03-01,12,2025-05-30 01:09:49.862009,45.325,214.52,38.11,0.964,3.38,50.232,Single,OK
234,MTR0000234,Customer 234,6062680055,Address 234,Rajkot,382342,Commercial,LT-3,2021-09-16,103,2025-03-06 07:10:17.655100,43.052,220.85,33.53,0.915,5.97,49.756,Single,OK
234,MTR0000234,Customer 234,6062680055,Address 234,Rajkot,382342,Commercial,LT-3,2021-09-16,738,2025-04-10 10:54:26.049599,39.928,244.52,20.53,0.854,9.928,49.989,Three,OK
234,MTR0000234,Customer 234,6062680055,Address 234,Rajkot,382342,Commercial,LT-3,2021-09-16,833,2025-05-05 23:49:35.063622,45.93,217.66,35.5,0.936,4.182,49.837,Three,OK
234,MTR0000234,Customer 234,6062680055,Address 234,Rajkot,382342,Commercial,LT-3,2021-09-16,1569,2025-09-18 00:40:59.648071,36.627,238.99,22.06,0.837,6.789,49.748,Three,OK
234,MTR0000234,Customer 234,6062680055,Address 234,Rajkot,382342,Commercial,LT-3,2021-09-16,2116,2025-08-13 10:23:51.333435,15.655,217.93,27.87,0.881,3.37,50.16,Single,OK
235,MTR0000235,Customer 235,6836870208,Address 235,Rajkot,437773,Commercial,HT-1,2025-09-28,2426,2024-11-30 03:03:47.374137,42.665,221.51,20.94,0.853,6.557,50.345,Three,OK
235,MTR0000235,Customer 235,6836870208,Address 235,Rajkot,437773,Commercial,HT-1,2025-09-28,2685,2025-05-12 13:58:43.545906,29.476,249.59,22.03,0.969,0.226,50.091,Single,OK
236,MTR0000236,Customer 236,6735935871,Address 236,Bhavnagar,387205,Industrial,HT-1,2023-02-26,336,2024-12-18 16:20:06.513983,44.36,247.29,24.65,0.77,1.918,49.578,Single,OK
236,MTR0000236,Customer 236,6735935871,Address 236,Bhavnagar,387205,Industrial,HT-1,2023-02-26,1239,2025-02-24 14:24:20.063532,19.308,244.72,36.72,0.962,5.107,49.816,Single,CHECK
236,MTR0000236,Customer 236,6735935871,Address 236,Bhavnagar,387205,Industrial,HT-1,2023-02-26,1810,2025-01-14 09:47:53.611628,30.222,219.52,38.64,0.992,9.179,49.572,Three,OK
236,MTR0000236,Customer 236,6735935871,Address 236,Bhavnagar,387205,Industrial,HT-1,2023-02-26,2376,2025-02-11 10:29:46.777572,38.369,219.43,24.71,0.81,0.529,50.371,Single,OK
236,MTR0000236,Customer 236,6735935871,Address 236,Bhavnagar,387205,Industrial,HT-1,2023-02-26,2415,2025-10-10 10:55:41.337745,25.186,247.62,39.02,0.772,5.932,49.979,Single,OK
237,MTR0000237,Customer 237,6586195790,Address 237,Surat,437099,Commercial,LT-3,2025-08-16,592,2025-08-21 05:27:12.763906,29.113,230.11,23.26,0.924,4.307,49.708,Three,OK
237,MTR0000237,Customer 237,6586195790,Address 237,Surat,437099,Commercial,LT-3,2025-08-16,1438,2025-06-21 01:29:13.397534,39.656,223.04,39.07,0.772,9.95,49.811,Single,OK
237,MTR0000237,Customer 237,6586195790,Address 237,Surat,437099,Commercial,LT-3,2025-08-16,2150,2024-12-14 18:41:03.447740,1.749,213.11,37.76,0.942,2.742,49.611,Single,OK
237,MTR0000237,Customer 237,6586195790,Address 237,Surat,437099,Commercial,LT-3,2025-08-16,2791,2025-06-05 12:55:08.420157,35.145,242.95,35.86,0.751,5.676,50.202,Three,OK
237,MTR0000237,Customer 237,6586195790,Address 237,Surat,437099,Commercial,LT-3,2025-08-16,2845,2025-03-19 06:32:17.546541,8.748,237.02,28.68,0.75,4.711,49.999,Single,OK
238,MTR0000238,Customer 238,6262102031,Address 238,Ahmedabad,413758,Industrial,LT-2,2020-09-19,1097,2025-04-08 18:39:06.649906,7.311,236.47,31.89,0.889,2.895,50.109,Three,CHECK
239,MTR0000239,Customer 239,6130884208,Address 239,Surat,436546,Domestic,LT-3,2022-07-13,40,2025-09-10 23:48:22.941719,5.777,233.26,21.88,0.851,6.006,50.038,Single,OK
239,MTR0000239,Customer 239,6130884208,Address 239,Surat,436546,Domestic,LT-3,2022-07-13,400,2025-06-12 21:45:05.770994,32.339,244.89,29.04,0.755,9.884,49.705,Three,OK
239,MTR0000239,Customer 239,6130884208,Address 239,Surat,436546,Domestic,LT-3,2022-07-13,1365,2025-06-20 22:29:03.191937,33.219,228.81,30.09,0.75,0.035,49.578,Three,OK
239,MTR0000239,Customer 239,6130884208,Address 239,Surat,436546,Domestic,LT-3,2022-07-13,2308,2025-11-17 00:03:39.332095,6.197,221.54,25.91,0.862,6.435,50.157,Single,OK
239,MTR0000239,Customer 239,6130884208,Address 239,Surat,436546,Domestic,LT-3,2022-07-13,2365,2025-09-12 23:06:29.890014,41.07,228.13,25.93,0.895,4.328,50.194,Three,OK
240,MTR0000240,Customer 240,6167459762,Address 240,Surat,422714,Industrial,HT-1,2025-07-19,932,2025-01-13 21:22:19.080759,42.932,248.7,20.88,0.906,4.879,49.797,Single,OK
240,MTR0000240,Customer 240,6167459762,Address 240,Surat,422714,Industrial,HT-1,2025-07-19,2178,2025-01-15 13:36:45.199907,17.728,228.17,39.02,0.975,3.368,50.076,Single,OK
240,MTR0000240,Customer 240,6167459762,Address 240,Surat,422714,Industrial,HT-1,2025-07-19,2789,2024-12-19 00:55:42.691488,33.632,210.88,36.44,0.883,7.831,50.381,Single,OK
241,MTR0000241,Customer 241,6359601530,Address 241,Bhavnagar,424046,Commercial,LT-2,2021-06-10,2179,2025-06-30 00:57:37.230740,40.774,243.1,23.74,0.872,3.673,49.67,Single,OK
241,MTR0000241,Customer 241,6359601530,Address 241,Bhavnagar,424046,Commercial,LT-2,2021-06-10,2529,2025-03-10 21:53:13.793191,32.868,245.73,23.9,0.888,9.212,49.598,Single,OK
242,MTR0000242,Customer 242,6037374705,Address 242,Ahmedabad,435975,Commercial,LT-3,2020-11-24,406,2025-09-13 12:04:55.411693,40.695,211.67,30.73,0.849,6.263,49.958,Single,OK
242,MTR0000242,Customer 242,6037374705,Address 242,Ahmedabad,435975,Commercial,LT-3,2020-11-24,1906,2025-03-09 20:29:12.472392,33.063,241.84,38.09,0.912,4.279,50.319,Three,OK
243,MTR0000243,Customer 243,6864299102,Address 243,Ahmedabad,432432,Domestic,LT-3,2025-01-03,771,2025-05-14 10:48:35.373702,39.973,210.39,30.17,0.807,4.699,49.69,Three,OK
243,MTR0000243,Customer 243,6864299102,Address 243,Ahmedabad,432432,Domestic,LT-3,2025-01-03,935,2025-08-23 13:42:44.449768,7.082,211.15,33.14,0.796,0.207,49.903,Single,OK
243,MTR0000243,Customer 243,6864299102,Address 243,Ahmedabad,432432,Domestic,LT-3,2025-01-03,1424,2025-07-11 16:15:23.315864,47.958,226.72,31.24,0.87,7.401,50.457,Three,OK
243,MTR0000243,Customer 243,6864299102,Address 243,Ahmedabad,432432,Domestic,LT-3,2025-01-03,2896,2025-10-12 03:47:51.311782,40.347,245.24,30.32,0.798,9.126,50.302,Single,OK
244,MTR0000244,Customer 244,6351545051,Address 244,Surat,438337,Domestic,LT-3,2022-12-05,2284,2025-01-25 16:30:48.302858,29.655,222.42,23.33,0.911,9.433,50.31,Single,OK
245,MTR0000245,Customer 245,6379999735,Address 245,Vadodara,409907,Domestic,LT-1,2024-12-19,2035,2025-05-21 12:12:36.765438,46.234,211.95,25.34,0.869,4.863,49.511,Single,OK
246,MTR0000246,Customer 246,6182781104,Address 246,Surat,412794,Industrial,LT-1,2024-05-16,1104,2025-05-14 12:04:55.462521,0.146,238.98,39.35,0.81,6.679,49.864,Single,OK
247,MTR0000247,Customer 247,6510224548,Address 247,Ahmedabad,410692,Domestic,HT-1,2022-08-17,811,2025-11-04 12:28:19.536095,23.541,231.66,33.47,0.883,0.607,49.853,Single,OK
247,MTR0000247,Customer 247,6510224548,Address 247,Ahmedabad,410692,Domestic,HT-1,2022-08-17,1538,2025-09-22 02:48:11.416018,31.294,223.51,23.62,0.98,0.872,49.974,Single,OK
247,MTR0000247,Customer 247,6510224548,Address 247,Ahmedabad,410692,Domestic,HT-1,2022-08-17,1760,2025-09-15 19:29:18.973234,17.985,224.02,22.82,0.769,3.084,49.523,Single,OK
247,MTR0000247,Customer 247,6510224548,Address 247,Ahmedabad,410692,Domestic,HT-1,2022-08-17,2798,2024-11-30 01:25:17.070571,0.446,220.89,32.49,0.868,2.48,49.857,Single,OK
248,MTR0000248,Customer 248,6679098663,Address 248,Vadodara,383730,Industrial,HT-1,2022-04-28,382,2025-03-25 18:16:33.797022,3.595,249.63,36.7,0.964,4.831,50.258,Three,OK
248,MTR0000248,Customer 248,6679098663,Address 248,Vadodara,383730,Industrial,HT-1,2022-04-28,722,2024-12-23 06:33:42.428991,42.159,212.26,28.25,0.781,9.186,49.716,Three,OK
248,MTR0000248,Customer 248,6679098663,Address 248,Vadodara,383730,Industrial,HT-1,2022-04-28,1092,2024-12-23 11:28:13.210641,47.116,247.21,30.1,0.762,0.927,49.506,Three,OK
249,MTR0000249,Customer 249,6754409133,Address 249,Rajkot,427612,Domestic,LT-1,2025-05-02,2979,2025-08-18 07:53:07.593172,1.39,218.22,25.32,0.898,0.963,49.516,Single,OK
250,MTR0000250,Customer 250,6000622453,Address 250,Vadodara,402917,Industrial,LT-2,2024-08-09,1084,2025-06-25 17:10:36.183361,10.022,221.93,24.98,0.754,2.478,49.504,Three,OK
250,MTR0000250,Customer 250,6000622453,Address 250,Vadodara,402917,Industrial,LT-2,2024-08-09,1503,2025-10-10 04:26:49.137451,49.898,242.85,31.0,0.764,0.808,50.372,Three,OK
250,MTR0000250,Customer 250,6000622453,Address 250,Vadodara,402917,Industrial,LT-2,2024-08-09,1688,2025-07-21 12:57:39.908774,38.421,245.83,39.72,0.793,9.694,50.254,Three,OK
250,MTR0000250,Customer 250,6000622453,Address 250,Vadodara,402917,Industrial,LT-2,2024-08-09,1891,2025-09-06 06:42:36.439574,31.132,238.3,37.36,0.833,4.51,50.28,Single,OK
250,MTR0000250,Customer 250,6000622453,Address 250,Vadodara,402917,Industrial,LT-2,2024-08-09,2033,2025-07-21 04:01:37.654822,12.722,228.14,23.93,0.852,5.038,49.638,Single,OK
250,MTR0000250,Customer 250,6000622453,Address 250,Vadodara,402917,Industrial,LT-2,2024-08-09,2636,2025-10-22 00:24:22.804751,32.919,240.4,26.66,0.769,8.975,49.662,Single,OK
250,MTR0000250,Customer 250,6000622453,Address 250,Vadodara,402917,Industrial,LT-2,2024-08-09,2855,2025-08-14 20:51:43.191319,48.751,248.37,23.46,0.922,5.967,50.299,Three,OK
251,MTR0000251,Customer 251,6698414524,Address 251,Ahmedabad,393041,Industrial,LT-1,2024-11-17,1495,2025-07-03 10:48:37.308736,35.116,219.57,25.44,0.775,0.958,50.292,Three,OK
251,MTR0000251,Customer 251,6698414524,Address 251,Ahmedabad,393041,Industrial,LT-1,2024-11-17,1953,2025-01-28 22:14:29.052349,8.305,225.49,21.3,0.776,9.232,50.41,Three,OK
252,MTR0000252,Customer 252,6305775643,Address 252,Surat,426284,Domestic,LT-1,2025-01-24,267,2025-11-15 06:55:47.811520,25.249,241.01,21.44,0.751,9.082,50.091,Single,OK
252,MTR0000252,Customer 252,6305775643,Address 252,Surat,426284,Domestic,LT-1,2025-01-24,776,2025-04-28 14:35:36.861044,21.221,232.95,30.07,0.786,2.336,50.424,Single,CHECK
252,MTR0000252,Customer 252,6305775643,Address 252,Surat,426284,Domestic,LT-1,2025-01-24,1639,2024-12-03 03:12:07.473129,26.719,216.1,38.77,0.978,7.358,50.051,Single,OK
252,MTR0000252,Customer 252,6305775643,Address 252,Surat,426284,Domestic,LT-1,2025-01-24,2955,2025-07-12 09:31:40.890886,20.068,245.31,33.95,0.949,4.058,50.056,Three,OK
253,MTR0000253,Customer 253,6319625899,Address 253,Surat,423765,Industrial,LT-3,2022-12-06,1184,2025-11-10 06:32:42.202093,0.148,225.12,36.93,0.919,0.379,49.849,Three,OK
253,MTR0000253,Customer 253,6319625899,Address 253,Surat,423765,Industrial,LT-3,2022-12-06,2670,2025-10-30 18:48:03.860255,7.464,215.5,32.47,0.996,0.159,49.85,Three,OK
254,MTR0000254,Customer 254,6240687736,Address 254,Bhavnagar,385151,Commercial,LT-2,2022-09-17,441,2024-12-18 21:11:56.684168,47.468,240.93,28.55,0.785,2.897,49.835,Three,OK
255,MTR0000255,Customer 255,6676400078,Address 255,Bhavnagar,408091,Commercial,LT-1,2025-04-15,2194,2024-12-28 03:31:19.311543,49.651,213.44,34.48,0.756,5.869,49.506,Three,OK
255,MTR0000255,Customer 255,6676400078,Address 255,Bhavnagar,408091,Commercial,LT-1,2025-04-15,2668,2025-01-05 21:42:09.993532,1.974,211.45,25.63,0.819,5.118,50.298,Three,OK
257,MTR0000257,Customer 257,6260615546,Address 257,Vadodara,430377,Domestic,HT-1,2023-06-27,312,2025-06-26 23:25:54.446400,3.205,243.73,36.17,0.915,0.899,50.216,Single,OK
257,MTR0000257,Customer 257,6260615546,Address 257,Vadodara,430377,Domestic,HT-1,2023-06-27,414,2025-07-26 21:03:47.058161,33.24,227.73,20.95,0.819,3.119,49.895,Three,OK
257,MTR0000257,Customer 257,6260615546,Address 257,Vadodara,430377,Domestic,HT-1,2023-06-27,1722,2025-01-10 03:45:21.259141,35.268,241.37,39.23,0.991,9.742,49.832,Three,OK
258,MTR0000258,Customer 258,6598342679,Address 258,Bhavnagar,424946,Industrial,LT-1,2022-07-17,740,2025-09-01 19:57:07.631193,0.733,227.05,24.36,0.988,6.88,50.07,Three,OK
258,MTR0000258,Customer 258,6598342679,Address 258,Bhavnagar,424946,Industrial,LT-1,2022-07-17,806,2025-03-05 00:19:27.737674,45.476,242.97,28.05,0.761,2.367,50.345,Single,OK
258,MTR0000258,Customer 258,6598342679,Address 258,Bhavnagar,424946,Industrial,LT-1,2022-07-17,987,2025-06-28 17:42:29.102304,28.261,210.1,26.97,0.942,1.114,49.752,Three,OK
258,MTR0000258,Customer 258,6598342679,Address 258,Bhavnagar,424946,Industrial,LT-1,2022-07-17,2654,2025-11-06 18:41:18.130711,48.469,228.1,35.62,0.758,0.105,49.606,Single,OK
258,MTR0000258,Customer 258,6598342679,Address 258,Bhavnagar,424946,Industrial,LT-1,2022-07-17,2892,2025-02-21 12:54:54.519271,36.403,217.91,37.38,0.84,2.532,50.075,Single,OK
258,MTR0000258,Customer 258,6598342679,Address 258,Bhavnagar,424946,Industrial,LT-1,2022-07-17,2965,2025-06-17 14:41:58.679945,10.341,233.73,35.24,0.845,9.536,50.026,Three,CHECK
259,MTR0000259,Customer 259,6744394183,Address 259,Vadodara,438128,Domestic,HT-1,2021-05-27,2497,2025-04-15 16:15:11.210414,19.505,238.58,23.12,0.807,3.41,49.771,Single,OK
260,MTR0000260,Customer 260,6760889709,Address 260,Rajkot,412741,Industrial,HT-1,2025-01-15,594,2025-01-04 05:48:42.949281,12.254,212.02,32.42,0.993,6.368,49.595,Three,OK
260,MTR0000260,Customer 260,6760889709,Address 260,Rajkot,412741,Industrial,HT-1,2025-01-15,682,2025-06-05 11:52:32.854421,28.056,243.15,28.07,0.828,0.087,50.295,Single,OK
260,MTR0000260,Customer 260,6760889709,Address 260,Rajkot,412741,Industrial,HT-1,2025-01-15,1672,2025-03-20 16:12:31.855469,20.661,244.78,33.82,0.808,8.083,50.092,Three,OK
260,MTR0000260,Customer 260,6760889709,Address 260,Rajkot,412741,Industrial,HT-1,2025-01-15,2711,2025-05-07 14:49:49.774410,47.371,235.68,32.42,0.773,3.809,49.597,Single,OK
261,MTR0000261,Customer 261,6904992726,Address 261,Rajkot,439323,Commercial,HT-1,2021-10-18,1650,2025-06-27 14:39:43.132356,17.029,236.4,29.74,0.874,9.279,49.647,Single,OK
261,MTR0000261,Customer 261,6904992726,Address 261,Rajkot,439323,Commercial,HT-1,2021-10-18,2193,2025-03-23 01:50:03.420512,13.947,213.22,27.75,0.794,4.563,50.013,Three,OK
261,MTR0000261,Customer 261,6904992726,Address 261,Rajkot,439323,Commercial,HT-1,2021-10-18,2261,2025-01-30 09:16:10.780123,35.502,229.34,36.53,0.931,3.083,50.159,Single,CHECK
262,MTR0000262,Customer 262,6134558315,Address 262,Bhavnagar,383680,Industrial,LT-3,2023-11-04,229,2024-12-28 17:02:16.846848,47.137,241.16,27.91,0.863,3.897,50.216,Three,OK
262,MTR0000262,Customer 262,6134558315,Address 262,Bhavnagar,383680,Industrial,LT-3,2023-11-04,1378,2025-07-15 07:57:22.249908,13.945,232.29,39.38,0.943,9.245,50.106,Single,OK
262,MTR0000262,Customer 262,6134558315,Address 262,Bhavnagar,383680,Industrial,LT-3,2023-11-04,2827,2025-10-05 14:27:06.725002,2.413,248.61,20.03,0.904,0.304,50.227,Three,OK
263,MTR0000263,Customer 263,6818508150,Address 263,Bhavnagar,390860,Commercial,HT-1,2023-09-15,581,2025-06-05 12:38:18.077580,28.347,249.67,37.49,0.783,2.692,50.202,Three,OK
263,MTR0000263,Customer 263,6818508150,Address 263,Bhavnagar,390860,Commercial,HT-1,2023-09-15,940,2025-10-09 01:44:50.196238,35.618,230.07,29.88,0.825,7.788,50.333,Single,OK
263,MTR0000263,Customer 263,6818508150,Address 263,Bhavnagar,390860,Commercial,HT-1,2023-09-15,1676,2025-09-17 13:07:59.154497,37.124,249.52,39.11,0.84,2.405,49.658,Single,CHECK
264,MTR0000264,Customer 264,6123643467,Address 264,Ahmedabad,389235,Domestic,HT-1,2023-09-26,1683,2025-09-09 11:09:19.759105,48.632,231.94,36.7,0.786,6.269,50.386,Three,OK
264,MTR0000264,Customer 264,6123643467,Address 264,Ahmedabad,389235,Domestic,HT-1,2023-09-26,2325,2025-05-07 09:27:11.889986,1.738,210.17,38.94,0.805,5.146,50.499,Three,OK
265,MTR0000265,Customer 265,6545908329,Address 265,Rajkot,388900,Commercial,LT-3,2024-01-11,245,2025-07-07 19:04:32.636025,31.691,224.93,26.77,0.842,9.01,50.119,Single,OK
267,MTR0000267,Customer 267,6604661039,Address 267,Rajkot,416353,Industrial,LT-2,2022-03-22,718,2025-04-17 01:31:49.233056,2.258,232.28,25.58,0.987,1.8,50.448,Three,OK
267,MTR0000267,Customer 267,6604661039,Address 267,Rajkot,416353,Industrial,LT-2,2022-03-22,1068,2024-12-21 05:42:14.818562,44.09,245.91,27.41,0.823,2.507,49.7,Three,OK
267,MTR0000267,Customer 267,6604661039,Address 267,Rajkot,416353,Industrial,LT-2,2022-03-22,2629,2025-02-11 19:03:40.546070,36.569,213.21,33.7,0.985,3.719,49.645,Single,OK
268,MTR0000268,Customer 268,6691972513,Address 268,Bhavnagar,381579,Industrial,LT-3,2022-02-11,1469,2025-01-17 13:39:47.207895,27.902,235.77,24.81,0.838,0.551,49.942,Single,OK
268,MTR0000268,Customer 268,6691972513,Address 268,Bhavnagar,381579,Industrial,LT-3,2022-02-11,1896,2025-05-24 13:01:07.588804,5.616,231.09,24.97,0.886,9.147,49.782,Three,OK
268,MTR0000268,Customer 268,6691972513,Address 268,Bhavnagar,381579,Industrial,LT-3,2022-02-11,2196,2024-12-22 17:16:47.765365,30.37,221.71,35.48,0.798,5.74,49.856,Single,OK
268,MTR0000268,Customer 268,6691972513,Address 268,Bhavnagar,381579,Industrial,LT-3,2022-02-11,2614,2025-03-13 16:34:39.484186,39.915,247.88,21.43,0.838,2.084,49.898,Three,OK
269,MTR0000269,Customer 269,6506460544,Address 269,Vadodara,380776,Commercial,LT-1,2025-02-15,981,2025-03-24 04:10:08.943789,38.894,223.47,36.97,0.933,0.999,50.226,Single,OK
270,MTR0000270,Customer 270,6477879891,Address 270,Vadodara,387058,Industrial,LT-3,2025-03-22,614,2025-01-09 22:58:00.412675,0.69,249.51,24.76,0.822,7.599,50.462,Single,OK
270,MTR0000270,Customer 270,6477879891,Address 270,Vadodara,387058,Industrial,LT-3,2025-03-22,1534,2025-11-02 13:16:31.173024,47.311,231.73,30.31,0.777,4.827,50.377,Three,OK
270,MTR0000270,Customer 270,6477879891,Address 270,Vadodara,387058,Industrial,LT-3,2025-03-22,1619,2025-08-28 07:52:05.107411,39.987,229.72,33.1,0.926,8.647,50.449,Single,OK
270,MTR0000270,Customer 270,6477879891,Address 270,Vadodara,387058,Industrial,LT-3,2025-03-22,2887,2025-10-02 01:01:16.854640,7.0,216.45,39.06,0.848,5.466,49.881,Single,OK
271,MTR0000271,Customer 271,6098149701,Address 271,Bhavnagar,439701,Commercial,HT-1,2024-03-01,2905,2024-12-18 00:39:05.985137,23.175,246.82,26.34,0.836,6.097,49.973,Three,OK
272,MTR0000272,Customer 272,6880393082,Address 272,Vadodara,432590,Commercial,LT-3,2020-09-16,1296,2025-01-17 19:36:08.509990,48.005,249.77,20.85,0.809,5.832,49.629,Single,OK
272,MTR0000272,Customer 272,6880393082,Address 272,Vadodara,432590,Commercial,LT-3,2020-09-16,1806,2025-02-27 15:29:12.285887,46.28,242.68,31.95,0.778,5.147,50.368,Single,OK
273,MTR0000273,Customer 273,6880477218,Address 273,Vadodara,406335,Domestic,LT-3,2023-07-16,112,2024-12-03 04:44:00.431890,6.096,232.71,21.63,0.829,6.053,49.501,Single,OK
273,MTR0000273,Customer 273,6880477218,Address 273,Vadodara,406335,Domestic,LT-3,2023-07-16,752,2025-04-04 14:18:51.134422,3.935,234.78,36.6,0.779,8.517,49.793,Single,OK
273,MTR0000273,Customer 273,6880477218,Address 273,Vadodara,406335,Domestic,LT-3,2023-07-16,810,2025-08-05 04:27:37.909885,6.283,225.93,23.79,0.791,0.628,50.368,Three,CHECK
273,MTR0000273,Customer 273,6880477218,Address 273,Vadodara,406335,Domestic,LT-3,2023-07-16,1738,2025-06-11 20:30:44.899401,15.72,232.48,27.04,0.977,1.38,49.597,Three,OK
273,MTR0000273,Customer 273,6880477218,Address 273,Vadodara,406335,Domestic,LT-3,2023-07-16,2071,2025-04-19 13:15:40.291503,49.356,232.86,29.91,0.954,3.978,49.955,Three,OK
273,MTR0000273,Customer 273,6880477218,Address 273,Vadodara,406335,Domestic,LT-3,2023-07-16,2989,2025-02-16 10:35:03.471928,5.142,230.22,27.51,0.816,5.36,50.068,Single,CHECK
274,MTR0000274,Customer 274,6862384295,Address 274,Rajkot,393316,Domestic,LT-2,2025-06-11,565,2025-11-07 01:30:47.596015,37.471,213.34,35.44,0.835,2.463,50.326,Single,CHECK
274,MTR0000274,Customer 274,6862384295,Address 274,Rajkot,393316,Domestic,LT-2,2025-06-11,1694,2025-01-10 12:57:57.794393,17.71,249.18,27.8,0.914,7.044,50.177,Single,OK
274,MTR0000274,Customer 274,6862384295,Address 274,Rajkot,393316,Domestic,LT-2,2025-06-11,2616,2025-02-26 19:27:18.007097,5.17,221.61,38.12,0.768,7.337,49.747,Single,OK
274,MTR0000274,Customer 274,6862384295,Address 274,Rajkot,393316,Domestic,LT-2,2025-06-11,2641,2025-09-29 00:44:39.373092,15.782,218.64,32.64,0.756,5.252,50.264,Three,OK
274,MTR0000274,Customer 274,6862384295,Address 274,Rajkot,393316,Domestic,LT-2,2025-06-11,2759,2025-08-01 12:58:14.405331,12.391,249.41,29.3,0.959,0.514,50.315,Three,OK
275,MTR0000275,Customer 275,6496851790,Address 275,Vadodara,436350,Domestic,LT-3,2023-11-29,169,2025-01-03 03:45:30.771192,35.464,232.99,27.83,0.936,6.68,50.449,Three,OK
